text,BIO_anno,class
对，我也掉到0了?我今天给客服打了电话?据说看到了几个点，不可能恢复,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
意思就是你已经还够最低了,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
现在不知道账单最低是3100多还是,O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2
啥意思就是3100是最低还款了对吧还是,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O,2
意思就是最低已经达标了,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
不明白这次最低还款额为什么这么高。,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ O,2
说明你是够最低的。,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
我只有首次绑卡交易收到了那个0元验证,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O,2
是我第一次交易，我拿机器去做。,O O O O O O O O O O O O O O O,2
在移动app里，但是点开后会跳转打开应用首页,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O,2
看来我的额度还是喜人的,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
冲动，当时招行给我10万还很开心,O O O O O B-BANK I-BANK O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
看来我的还可以再留一留，看看额度咋样,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
四大行好像都是这样的，近期也不能申请太频繁了，还持有卡,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT,2
"老凡尔赛了,华夏40万额度",O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,1
把信用信息提了半年，再说吧。网贷后一定要清仓,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O,2
浦发非凡白61.5k建设南航白45k,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
工行3k（消）申无界下10k,B-BANK I-BANK O O O O O O O O O O O O,2
中行5.1k–16k,B-BANK I-BANK O O O O O O O O,2
我对四大行很失望，打算卖给中国银行。工行的两个5000已经冻结2个月了，所有推荐都消失了。,O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O B-BANK I-BANK O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,0
这就难了，我的5000个菜卡平时真的给淘宝买个菜，别人呢,O O B-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O,0
看来手机银行要主推手机盾和sim盾。,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O,2
弟流水这么大？,O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,2
我批了，利息高，用不起。,O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O,0
NND，才给我8K。是打发要饭的呢。。:Q:Q:Q:Q 破兴业,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK,0
我也收到这种短信，群发。，忽略就可以了,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
招商自由白68k,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
中行老油子申同等级卡都是共享额度，没有曲线一说,B-BANK I-BANK O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,0
你说的就是扯淡呢，除非你不是本地的，不然不可能要这些东西,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O,0
是本地人，本地工作，一定要的，我也不知道为什么，给办就好,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
现在都严了，尤其外地的。后悔当时没多办几个大行的，现在很难搞,O O O B-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
还好我8大银行都办齐了！！赞赞,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
我一直没固定临额一直是10.4。今天降了7.15,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ O O O O O,2
这么敏感吗，这额度就是看看的。你调调试试能不能给你,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
你严重逾期，还拖欠贷款一次。,O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O O O,0
如果点了会怎么样？即使其他人没有逾期，它仍然提示我这个配额调整没有被批准。,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O,2
还没有，银行叫我把网贷还清，你审核了多久放款了吗,O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
砖行要是中午12点25分左右发短信给你的话证明你有戏了！要是上午9点左右或是下午5点左右收到短信的基本没戏了！,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
买菜卡为什么要申请，我都注销了,O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,0
这个理财，现在好像是有人卖了，才有机会买进去,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O,2
万份收益一块多，余额宝才七毛,O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
正常现象，白金以下复习大概4周，加上元旦，3号申请8号领,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O,2
又是工行的...,O O B-BANK I-BANK O O O O,2
固额比临额高，绝逼不通过，还神奇呢,O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
是否意味着只有临时额度高于固定额度，应用才能通过？,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
/农业银行悠然/,O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT O,2
大概率是失败??这样都好几次了??明明显示能提额??提交后??过不了多久??短信就来了??提额失败,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
刚做了一个分期，想试试。,O O O O O B-PRODUCT I-PRODUCT O O O O O,2
这个还需要交利息税,O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
分红会除息，要等到股价再涨回3.3你才赚6%,O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O,2
借贷统一不是准贷吗？不知道，准贷不一样，存款有利息，但是好像,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
借贷统一不是准贷吗？什么套路,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
最近各行风控都有动作啊,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
之前建行打来不小心接了??聊了半天1000块分了3期,O O O O O O O O O O O O O O O O O O O O O O O O O O,2
中行18K,B-BANK I-BANK O O O,2
我这个中行到是没怎么打过，一直是农行给我打电话要分期,O O O B-BANK I-BANK O O O O O O O O O O O B-BANK I-BANK O O O O O O B-PRODUCT I-PRODUCT,2
是的，我总是接到ABC打来的电话，或者被不同的分支机构打来，好奇,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
大佬们，我学生时代办了张，额度不提，有啥办法么,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
傲娇的银行，现在我都不敢申请，哎，之前招行还是不错的,O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
您什么条件呢？到底有啥标准？,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
克就完了，工资代发公司准下。,O O O O O O O O O O O O O O,2
老哥还在吗？我11年的工行卡，14年报到征信呆账，今天去还清了，他也给我填了个人征信异议申请。是不是这个一旦更新我就立马洗白咯？...,O O O O O O O O O O O B-BANK I-BANK O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
是的，工行总部收到异议申请后，大概一个星期，你的呆账就没了！,O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
不止你一个，我前两天也没了，心累,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
一次都不查，额度照样很高,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ,2
无信用申请卡审前5W，浦发的,O O O O O O O O O O O B-BANK I-BANK O,2
应该不是记仇，等段时间再申请，放点砖会好点,O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O,2
朋友，拉卡拉刷出来了吗？求助,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2
用自己拉卡拉刷的,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
拉卡拉还封顶啊？那不错啊，我也是20万，准备4万一刷，分几次刷出来。没出现什么问题吧？,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,1
"出的几个商户大部分是服装店，另外有一笔是个保健馆,这也属于多刷了吧，额度应该提的很快了",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
自己拉卡拉刷起来,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
你用款才上征信,O O O O O B-PRODUCT I-PRODUCT,2
费用挺划算的用过一次,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
签约，征信应该只显示贷款审批，不用，应该不显示吧，如果要是显示，我其他的卡就难提额了,O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,2
去年6个点，今年疫情开始就是4个点的良心利率。好像中行有房贷的直接能批，不像建行快贷容易套路。在一年中随意支用，最好的地方是就在有效期一年内的最后一天支用，都还...,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O,1
我一直都是4.35，主要是签约了，征信上怎么显示，不用的话，会不会拉高负债,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,2
你只是用这笔钱来获取信用信息,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
17万的话还行，一千七这不是浪费征信嘛,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O,2
下卡额度就是终身,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O,2
请问这个是什么app可以看到可以申请提额到多少的,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
我都用起来了。卡板他慢慢制吧。我不着急,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
要卡做什么，二卡无非就是每个月扫码六千的事。容易的,O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
没卡吧？没卡号，你怎么扫呀？,O O O O O O O O O O O O O O,2
中行app卡片激活里有这张卡，去激活就能看到完整卡号，截图保存，去微信公众号里激活,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
缤纷生活卡片宣传页卡片详情进去有四项权益展示，点第二个五倍积分进去,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O,2
你们激活了的都是认真的嘛??微信公众号里激活都要3位有效值呀{:6_325:},O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
你激活的是认真的。微信微信官方账号必须有3次激活。,O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O,2
微信微信官方账号只需要卡和手机验证码激活,O O O O O O O O O O O B-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N,2
3个月。要存款，不能买理财。去找理财经理,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT O O,2
怎的买理财就不行了？50万3个月存活期，亏的不少呢,O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
一问他额度多少，说是当时临时1.8w，固定1.5。,O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2
砸砖提额度可能,O O B-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O,2
坚决抵制。现在中行催款，我只拿到一万的额度。,O O O O O O O B-BANK I-BANK O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
中行第一次申是几年前？,B-BANK I-BANK O O O O O O O O O,2
33天？网申只要3小时,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
我不太懂这个，我销了很多行，我单位只允许有5行卡,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT,2
4万还嫌弃少啊，我招行的才8000,O O O O O O O O O B-BANK I-BANK O O O O O O,2
查征信不？我不想多一条审批,O B-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
对我来说有点，申中行前最低的招商都4万5，这还给个更低,O O O O O O O O B-BANK I-BANK O O O O B-BANK I-BANK O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
二卡网申不查征信，秒批,O O O O O O B-PRODUCT I-PRODUCT O O O,2
中行的房贷，e贷秒通过，20万额度,B-BANK I-BANK O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
还行吧毕竟搞外卖的，额度升的还是很快的,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
你有逾期高负债,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,2
卫中电流+3.4收入…额度满意,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ,2
享受每一天，享受七天。收入更高。,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
申请就是审批，提额才是贷后,O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O,2
5000的菜卡留着干嘛，注销了,O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O,0
哈哈，恭喜，你说的提额到5000发帖的老哥就是我,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,1
先提升资质，再办卡。先办好提额的最后再办不好提额的。你把提额的希望寄托在中行，思路就错了。我也是绕了好大一圈弯路，还绕了一年，妈的。...,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O,0
中行就那么香么？,B-BANK I-BANK O O O B-COMMENTS_ADJ O O,1
我媳妇的0额度销卡，后一直申，第31次下卡8000,O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
能给额度就香了。,O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O O,2
激活后两个月总是被拒绝，所以,B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
农行精粹/东航白_100k,B-BANK I-BANK B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
"复旦大学支行有，但是不太肯办,好难哦",O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,0
需要什么条件，复旦在职证件？,O O O O O O O O O O O O O O,2
晒下看看，理论上交大复旦联名卡，手里有623571的薪享钻，网点有预制卡可以换的但是这个联名卡普通网点没有理解去领卡...,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
就这种，建设银行的基金就很给力的,O O O O B-BANK I-BANK I-BANK I-BANK O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
钻石卡还有黄金？,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
农行首卡网申无界卡秒批了,B-BANK I-BANK B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
再加上每天两次18元随机返现（运气最差，季卡0.5保底，月卡0.3元保底），老农的这张卡很厚道。,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT O O O O O O O B-PRODUCT O O O O O O O O O O O O O B-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
就两张卡吗？额度是共享的么,O O O B-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
逾期一年多你其他信用卡有封卡降额吗,B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ O O,2
现在协商也还不了只能等10.1了不知道还能不能拖拖了,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
及时与农妇沟通说明原因争取时间尽快还上。,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
老农这种正规的，至少不会爆通讯录，顶多上征信，如果金额大走正规的诉讼程序,O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O,2
亲哥40k，开心的不行了,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
打农行电话说明原因，看能不能延期还款,O B-BANK I-BANK O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N,2
第一你逾期多少钱，多少时间，第二你及时打电话给老农管这个部门的客服，有办法出具什么贫困证明，然后商量一下,O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
协商分期还，我认识的老姐就是,O O B-PRODUCT I-PRODUCT O O O O O O O O O O,2
你申请贷款所在地农行电话，或者打95599,O O O B-PRODUCT I-PRODUCT O O O B-BANK I-BANK O O O O O O O O O O O,2
我12万被农行诉讼了，法院已经判决，反正也没管，估计进失信人了,O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O,0
招商50k，黑屋3年,B-BANK I-BANK O O O O O O O O,2
应该过桥的，不应该逾期的,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
等死，我的分期都没批，咋搞,O O O O O B-PRODUCT I-PRODUCT O O O O O O,0
没有钱还了，哎，网贷碰不得啊,O O O O O O O O B-PRODUCT I-PRODUCT O O O O,2
还进去肯定借不出来了，就算出来，下个月呢？感觉没戏了，意义不大,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
